date,headline
2022-04-01,"Transcript: The 11th Hour with Stephanie Ruhle, 4/7/22"
2022-04-01,"Transcript: The Last Word with Lawrence O'Donnell, 4/7/22"
2022-04-01,"Transcript: The Rachel Maddow Show, 4/7/22"
2022-04-01,Why Ivanka Trump's testimony could hurt her father the most
2022-04-01,"Transcript: All In with Chris Hayes, 4/7/22"
2022-04-01,Republicans tried to define 'woman' and... yikes
2022-04-01,Biden's student loan delay isn't the godsend people think it is
2022-04-01,"Transcript: The Beat with Ari Melber, 4/7/22"
2022-04-01,"Thursday’s Mini-Report, 4.7.22"
2022-04-01,"Senate makes history, confirms Ketanji Brown Jackson"
2022-04-01,Congress' balance of power could be decided by this large and reliable group of women
2022-04-01,Trump identifies what he considers the key detail about Jan. 6
2022-04-01,Texas' Abbott says he plans to bus migrants to Washington
2022-04-01,Gosar promotes white nationalist event on Hitler's birthday
2022-04-01,"Thursday’s Campaign Round-Up, 4.7.22"
2022-04-01,Jobless claims improve to levels unseen since 1968
2022-04-01,Arizona AG fails to produce the election evidence Trump demanded
2022-04-01,Inflation has slammed small businesses. Here's how one entrepreneur fought back.
2022-04-01,McConnell’s Supreme Court hypocrisy takes an outlandish turn
2022-04-01,GOP’s ‘Putin wing’ takes a bizarre stand on war crimes resolution
2022-04-01,House seeks DOJ prosecution of two key Team Trump insiders
2022-04-01,Tom Cotton's worst attack on Ketanji Jackson Brown missed the mark
2022-04-01,A Witness to Emmett Till's Abduction Shares His Story
2022-04-01,"Transcript: The 11th Hour with Stephanie Ruhle, 4/6/22"
2022-04-01,"Transcript: The Last Word with Lawrence O'Donnell, 4/6/22"
2022-04-01,"Transcript: The Rachel Maddow Show, 4/6/22"
2022-04-01,"Transcript: All In with Chris Hayes, 4/6/22"
2022-04-01,"From 'The Ultimatum' to 'Love is Blind,' why Netflix is head over heels for reality romance"
2022-04-01,"Transcript: The ReidOut, 4/6/22"
2022-04-01,The GOP's Title 42 blowup is holding up Covid funding
2022-04-01,"Transcript: The Beat with Ari Melber, 4/6/22"
2022-04-01,Court orders lawyer for Jan. 6 defendants to be disbarred
2022-04-01,"Wednesday’s Mini-Report, 4.6.22"
2022-04-01,Biden made a promise to deviate from Trump's immigration policies — and broke it
2022-04-01,"What, exactly, lies behind Marjorie Taylor Greene's madness?"
2022-04-01,No simple fix for patching gap in Trump January 6 call log
2022-04-01,Oklahoma joins GOP-led states' mad dash to outlaw abortion
2022-04-01,Why it matters when Republican Senate hopefuls endorse ACA repeal
2022-04-01,"Wednesday’s Campaign Round-Up, 4.6.22"
2022-04-01,GOP opposition to Ketanji Brown Jackson won't tarnish her legacy
2022-04-01,Uncovering the true origins of Putin's war with Timothy Snyder: podcast and transcript
2022-04-01,Dozens of House Republicans balk at resolution supporting NATO
2022-04-01,Republican rep insists GOP senators are ‘pro-pedophile’
2022-04-01,Oklahoma Republicans approve near-total abortion ban
2022-04-01,What members of the House GOP’s Impeachment 10 have in common
2022-04-01,"As Obama stops by, the White House eyes an important ACA tweak"
2022-04-01,This Hunter Biden deal in a foreign country really does look bad
2022-04-01,"Transcript: The 11th Hour with Stephanie Ruhle , 4/5/22"
2022-04-01,"Transcript: The Last Word with Lawrence O'Donnell, 4/5/22"
2022-04-01,"Transcript: The Rachel Maddow Show, 4/5/22"
2022-04-01,"Ginni Thomas, Trump and America's worst-kept secret"
2022-04-01,"Transcript: All In with Chris Hayes, 4/5/22"
2022-04-01,"Transcript: The ReidOut, 4/5/22"
2022-04-01,"Transcript: The Beat with Ari Melber, 4/5/22"
2022-04-01,Why it's so hard to try Putin for war crimes
2022-04-01,"Tuesday’s Mini-Report, 4.5.22"
2022-04-01,I'm often the only Black woman in the room. Why it's OK to take up space.
2022-04-01,Why would Trump talk about sending troops back into Afghanistan?
2022-04-01,Elon Musk sets his sights on Twitter with massive stock buy
2022-04-01,Nobody wants Sarah Palin in Congress — not even Sarah Palin
2022-04-01,Another Trump admin official accused of voting irregularity
2022-04-01,"Tuesday’s Campaign Round-Up, 4.5.22"
2022-04-01,Biden admin shrinks Guantanamo’s prison population a little more
2022-04-01,The GOP’s free market principles take an authoritarian turn
2022-04-01,Sarah Palin is an agitator extraordinaire with House bid
2022-04-01,"In the marriage equality fight, some in the GOP still aren’t done"
2022-04-01,Trump’s social media venture can’t shake its Trumpian troubles
2022-04-01,Why Lindsey Graham’s new declaration on SCOTUS nominees matters
2022-04-01,Fox News' viewers can change their attitudes with exposure to CNN
2022-04-01,"Transcript: The 11th Hour with Stephanie Ruhle, 4/4/22"
2022-04-01,"Transcript: The Last Word with Lawrence O'Donnell, 4/4/22"
2022-04-01,"Transcript: The Rachel Maddow Show, 4/4/22"
2022-04-01,"Transcript: All In with Chris Hayes, 4/4/22"
2022-04-01,"Transcript: The ReidOut, 4/4/22"
2022-04-01,"Transcript: The Beat with Ari Melber, 4/4/22"
2022-04-01,Lindsey Graham's vote on Ketanji Brown Jackson a depressing sign of the times
2022-04-01,"Monday’s Mini-Report, 4.4.22"
2022-04-01,"GOP goes full authoritarian, anti-business with Disney attacks"
2022-04-01,Biden is making historic moves. It's a shame they aren't good ones.
2022-04-01,Why Kansas' anti-trans bill may be too bigoted to prevail
2022-04-01,Marjorie Taylor Greene’s re-election lawsuit is peak irony
2022-04-01,The surprising habit that's holding women back at work
2022-04-01,"Even now, Trump continues to praise Putin’s ‘intelligence’"
2022-04-01,"Monday’s Campaign Round-Up, 4.4.22"
2022-04-01,"In America, the business of lies is winning — and killing people"
2022-04-01,Paul Gosar finally comments on role at white nationalist event
2022-04-01,The Americans whom Rick Scott sees as ‘the enemy within’
2022-04-01,Republican leaders push members to oppose Ketanji Brown Jackson
2022-04-01,"As job growth soars, Republican leaders are literally speechless"
2022-04-01,Herschel Walker’s latest fumble is over his education
2022-04-01,NFL hiring more women doesn't make up for its tolerance of stars who abuse them
2022-04-01,Madison Cawthorn is running out of chances with the GOP
2022-04-01,Ted Cruz's Jan. 6 ties are deeper than we thought
2022-04-01,These chats suggest pro-insurrectionist rot has infiltrated America's intelligence community
2022-04-01,"Transcript: The 11th Hour with Stephanie Ruhle, 4/1/22"
2022-04-01,"Transcript: The Last Word with Lawrence O'Donnell, 4/1/22"
2022-04-01,"Transcript: The Rachel Maddow Show, 4/1/22"
2022-04-01,"Transcript: All In with Chris Hayes, 4/1/22"
2022-04-01,"Transcript: The ReidOut, 4/1/22"
2022-04-01,"Transcript: The Beat with Ari Melber, 4/1/22"
2022-04-01,"Friday’s Mini-Report, 4.1.22"
2022-04-01,Americans are mostly united on Ukraine. We need the same unity on America.
2022-04-01,Republicans are starting to turn on Cawthorn over 'orgy' claim
2022-04-01,A Black filmmaker creating on his own terms
2022-04-01,Dems advance landmark marijuana legalization bill in House
2022-04-01,Dozens of veterans participated in the Jan. 6 attack. Congress wants to know why.
2022-04-01,N.Y. judge's ruling puts House Democratic majority in jeopardy
2022-04-01,Why the GOP's push to ‘expunge’ Trump’s first impeachment matters
2022-04-01,Was Will Smith's smack to Chris Rock an act of chivalry or over the line?
2022-04-01,"Friday’s Campaign Round-Up, 4.1.22"
2022-04-01,The real reason Biden is calling out Putin as a 'war criminal'
2022-04-01,"House overcomes GOP opposition, passes bill to cap insulin costs"
2022-04-01,Garlic cloves up your nose? What to know about the health trends taking TikTok by storm
2022-04-01,Why this federal judge has had enough of Florida's racist election laws
2022-04-01,A Black filmmaker creating on his own terms
2022-04-01,"On proposed tax hikes, GOP’s Rick Scott just can’t help himself"
2022-04-01,U.S. hot streak on jobs continues as unemployment rate falls
2022-04-01,Florida GOP’s voting restrictions smacked down by federal judge
2022-04-01,"Transcript: The 11th Hour with Stephanie Ruhle, 3/31/22"
2022-04-01,"Transcript: The Last Word with Lawrence O'Donnell, 3/31/22"
2022-04-01,"Transcript: The Rachel Maddow Show, 3/31/22"
2022-04-01,"Transcript: All In with Chris Hayes, 3/31/22"
2022-05-01,"Transcript: The ReidOut, 5/31/22"
2022-05-01,Why Christian nationalism is suddenly at the forefront
2022-05-01,"Transcript: The Beat with Ari Melber, 5/31/22"
2022-05-01,"Tuesday’s Mini-Report, 5.31.22"
2022-05-01,"Alleged ideology of Buffalo shooting suspect believed by most Trump voters, poll says"
2022-05-01,The Supreme Court ruling that suggests police in Uvalde won't face major consequences
2022-05-01,The GOP's 'mental health' dodge on guns is cowardly
2022-05-01,"In a major setback for Durham, jury acquits former Clinton lawyer"
2022-05-01,Team Trump eyes conspiracy theories following primary failures
2022-05-01,Jill Biden shares the invaluable financial lesson she learned from her first divorce
2022-05-01,My child was murdered in 2017. What I want grieving Uvalde families to know
2022-05-01,"Tuesday’s Campaign Round-Up, 5.31.22"
2022-05-01,State Bar of Texas adds to Ken Paxton’s troubles with new lawsuit
2022-05-01,Why Peter Navarro’s grand jury subpoena in a Jan. 6 probe matters
2022-05-01,The 2022 race that Trump considers the ‘most important election’
2022-05-01,The problem with Republicans’ responses to the Jan. 6 subpoenas
2022-05-01,Some (but not many) in GOP evolve on possible gun restrictions
2022-05-01,"The crushing, hopeless familiarity of the response to the Texas shooting"
2022-05-01,Why Trump's patchy election endorsement record could help him in 2024
2022-05-01,"Democrats are cowering from the big, bad GOP. Enough."
2022-05-01,The Texas shooting is another vile opportunity for far-right trolls to 'monster' trans people
2022-05-01,We need more than new gun laws. We need a new Supreme Court.
2022-05-01,"Transcript: The 11th Hour with Stephanie Ruhle, 5/27/22"
2022-05-01,"Transcript: The Last Word with Lawrence O'Donnell, 5/27/22"
2022-05-01,"Transcript: The Rachel Maddow Show, 5/27/22"
2022-05-01,"Transcript: All In with Chris Hayes, 5/27/22"
2022-05-01,"Transcript: The ReidOut, 5/27/22"
2022-05-01,Amanda Gorman's school shooting poem is a light in this dark time
2022-05-01,America's love for guns is fueling conflict outside its borders too
2022-05-01,"Transcript: The Beat with Ari Melber, 5/27/22"
2022-05-01,"Friday’s Mini-Report, 5.27.22"
2022-05-01,What Biden’s executive order on police will (and won’t) do
2022-05-01,How the formula shortage widens racial disparities for breastfeeding mothers
2022-05-01,Why Madison Cawthorn's second loss this week is a win for the whole country
2022-05-01,U.S. religiosity (or lack thereof) isn’t what’s driving gun violence
2022-05-01,Texas shooting aftermath highlights the danger of these 4 American gun myths
2022-05-01,Why a moderate House Dem lost a closely watched Oregon primary
2022-05-01,What happens when the 'good guys with guns' are afraid?
2022-05-01,‘Only in America’: The good question Ted Cruz walked away from
2022-05-01,"Friday’s Campaign Round-Up, 5.27.22"
2022-05-01,What polling on guns does (and doesn’t) tell us about public attitudes
2022-05-01,Why Rubio’s complaint about the NBA and its message on guns matters
2022-05-01,Details emerge on Meadows’ alleged use of a White House fireplace
2022-05-01,"With 9/11 comparison, Boebert accidentally makes a good point"
2022-05-01,"As senators begin new gun talks, will this time be any different?"
2022-05-01,The police keep changing the story in the Uvalde shooting
2022-05-01,"Transcript: The 11th Hour with Stephanie Ruhle, 5/26/22"
2022-05-01,"Transcript: The Last with Lawrence O'Donnell, 5/26/22"
2022-05-01,This non-profit has a plan to change young people's minds about guns
2022-05-01,"Transcript: The Rachel Maddow Show, 5/26/22"
2022-05-01,"Transcript: All In with Chris Hayes, 5/26/22"
2022-05-01,"Transcript: The ReidOut, 5/26/22"
2022-05-01,NRA convention in Texas advertises some pretty abhorrent programming
2022-05-01,How Trump's Michigan 'giant scams' claims actually proved true — sort of
2022-05-01,"Transcript: The Beat with Ari Melber, 5/26/22"
2022-05-01,"The U.S. Soccer equal pay deal was historic, but 3 big factors could undermine it"
2022-05-01,"Thursday’s Mini-Report, 5.26.22"
2022-05-01,Guns are designed to destroy the body. And we're letting them over and over again.
2022-05-01,Senate Republicans derail bill to address domestic terrorism
2022-05-01,Conservatives are too busy waging a domestic war to stop gun violence
2022-05-01,This CEO credits her career survival to 'the art of eight limbs' martial arts practice
2022-05-01,Appeals court: Trump can’t avoid testifying under oath in civil case
2022-05-01,"Thursday’s Campaign Round-Up, 5.26.22"
2022-05-01,Mark Meadows reportedly used a White House fireplace to burn docs
2022-05-01,"George Floyd, Rodney King, and the technology behind justice"
2022-05-01,"On school shootings, Herschel Walker tries (and fails) again"
2022-05-01,"Following the latest school shooting, Ted Cruz focuses on doors"
2022-05-01,Trump reportedly didn’t have a problem with ‘hang Mike Pence’ chants
2022-05-01,"On Jan. 6, Jim Jordan abandons his ‘nothing to hide’ position"
2022-05-01,The NRA's money speaks louder than parents' screams
2022-05-01,"Transcript: The 11th Hour with Stephanie Ruhle, 5/25/22"
2022-05-01,"Transcript: The Last Word with Lawrence O'Donnell, 5/25/22"
2022-05-01,"Transcript: The Rachel Maddow Show, 5/25/22"
2022-05-01,"Transcript: All In with Chris Hayes, 5/25/22"
2022-05-01,"Transcript: The ReidOut, 5/25/22"
2022-05-01,"Court overturns Cawthorn ruling, says insurrectionist candidates can be barred from office"
2022-05-01,"Transcript: The Beat with Ari Melber, 5/25/22"
2022-05-01,Warriors' Steve Kerr goes off on lawmakers' inaction on guns
2022-05-01,"Wednesday’s Mini-Report, 5.25.22"
2022-05-01,Nothing changes
2022-05-01,Exploring 'A Genetic History of the Americas' with Jennifer Raff: podcast and transcript
2022-05-01,The Texas shooting shows the futility of arming teachers
2022-05-01,Criminal investigation into fake Trump electors reaches new level
2022-05-01,Texas Republicans offer the same old shameful responses to shootings
2022-05-01,Voters do real damage to Trump’s message on his endorsement power
